created_at,verified,favorite_count,retweet_count,twitter_engagement,clean_text,topic,topic_revised,topic_final
2020-01-27T12:31:54Z,FALSE,2197,824,3021,"People in Wuhan are calling Fighting, Wuhan and singing now #coronavirus #Wuhan #PrayForWuhan",,,
2020-02-04T17:28:16Z,FALSE,1687,1322,3009,"A Wuhan doctor's conversation leaked: Emergency ward becomes mortuary, nobody handles the bodies, crematorium too busy. Many #coronavirus patients pushed away without being tested or diagnosed. (Reported by Jennifer Zeng)",,,
2020-02-06T21:38:58Z,TRUE,1687,1318,3005,"BREAKING: The #Pentagon is preparing almost a dozen military installations around the country that could be used to house evacuees because of the #coronavirus. The bases, both reserve and active duty, are all located near major airports - including Atlanta, DFW, LA, SF, NY, etc.",,,
2020-02-02T03:05:40Z,TRUE,2460,539,2999,"Foreign Minister of Maldives, Abdulla Shahid: 7 Maldivians in Wuhan (China) are on their way to Delhi on special Air India flight. Upon arrival, they'll be housed in Delhi for a period of quarantine. Deep gratitude to PM Narendra Modi EAM Dr. Jaishankar. #CoronaVirus",,,
2020-02-08T00:55:14Z,FALSE,1207,1790,2997,"So this is the situation at NTUC FairPrice JEM this morning (8 Feb). The aftermath from last night. Due to the long queues at closing time, customers had to leave them aside #coronavirus #ncov #singapore",,,
2020-02-06T16:23:29Z,TRUE,2164,830,2994,Li Wenliang was a doctor #coronavirus whistleblower who has now died from the infection. Thank you for sounding the alarm bells Doctor may you RIP. Can't shake the feeling that this virus is much worse than we're being told. #corononavirus,,,
2020-01-31T20:47:02Z,TRUE,2155,834,2989,"As part of the Administrations work to protect Americans and respond to the 2019 Novel #Coronavirus outbreak, today I signed a public health emergency declaration.",,,
2020-02-10T15:31:53Z,TRUE,2055,923,2978,"WATCH: Cities in China's Hubei province, including #Wuhan, carry out disinfection operations to curb the #Coronavirus",,,
2020-01-25T17:42:11Z,TRUE,2636,319,2955,Watching CDC say the #coronavirus isnt a global threat.,,,
2020-01-25T22:02:28Z,FALSE,2179,768,2947,The #Coronavirus confirmed outbreak locations: China France Japan Australia Malaysia Nepal Singapore South Korea Taiwan Thailand United States Vietnam Hong Kong More dates being added soon,,,situation_update
2020-02-02T18:13:58Z,TRUE,1560,1383,2943,"""The government is useless. They should close all the borders."" Tensions are rising in Hong Kong over the spread of the new #coronavirus.",,,
2020-02-04T05:33:50Z,TRUE,1740,1190,2930,Gordon Chang: Chinese authorities are falsifying the death toll from #Coronavirus,,,
2020-02-08T20:35:05Z,FALSE,2263,647,2910,Brazilian President Jair #Bolsonaro decided to help Poland evacuate 4 of its citizens from #Coronavirus-stricken #Wuhan The plane from the #BrazilianAirForce dropped the 4 Poles off in Warsaw before continuing to Brazil. Subscribe to our YouTube 4 more,,,
2020-02-08T02:46:33Z,FALSE,1859,1050,2909,"Virtually imprisoned at home, #FangBin, who shot that viral ""8 bodies in 5 minutes"" video of #Wuhan hospital, says the only reason the police hasn't broken in is the world's attention. He cannot stop speaking out. ""If they don't come to me, they'll turn to you."" #Coronavirus",,,
2020-01-25T15:21:32Z,FALSE,1517,1384,2901,How to wear a mask. Stay save everbody. #coronavirus,,,
2020-01-25T07:22:15Z,TRUE,1662,1237,2899,"Weeks ago, China arrested 8 people for spreading ""hoaxes"" about what is now known as #coronavirus. How much time was lost? Authoritarianism is bad for your health.",,,
2020-01-25T14:15:03Z,FALSE,1497,1396,2893,#Beijing just declared a first level emergency response. All interstate transportation services going in and out of Beijing are suspended beginning tomorrow. #Wuhan #Beijing #CoronaVirus #CoronaOutbreak #CoronavirusOutbreak,,,
2020-02-04T15:14:40Z,TRUE,2141,740,2881,"SHOCKING: Following the #coronavirus outbreak in China, local citizens sounded the alarm about 11 abandoned puppies left without water, food or shelter. HSIs partner group rushed to the scene and rescued all the surviving pups who are now receiving proper care.",,,
2020-02-06T22:59:04Z,FALSE,2116,762,2878,Terrorism deaths in Australia last 7 years = 3 #Robodebt deaths in Australia = 150-2000 #Coronavirus deaths in Australia = Nil. Conclusion: @LiberalAus is more dangerous to Australians than either terrorism or coronavirus. #auspol,,,
2020-01-25T23:45:56Z,FALSE,2344,522,2866,"I'm confused by the hysteria over #coronavirus in the US when white ""woke"" parents refuse to vaccinate their kids for the #flu which killed 80k Americans last year and this public health emergency gets a hand wave.",,,
2020-02-08T10:39:06Z,FALSE,1756,1103,2859,"Chinese social networking platform Douban has censored lyrics from #China's own national anthem ""rise, people who do not wish to be slaves"" due to ""radical content"" #coronavirus",,,
2020-02-02T00:31:03Z,TRUE,1382,1452,2834,How to handwash? Use and water for at least 40-60 seconds How to handrub? Use alcohol-based handrub for 20-30 seconds #coronavirus,,,
2020-02-02T02:52:23Z,TRUE,1806,1027,2833,"Health Secretary Francisco Duque announced that a 44-year old Chinese man from Wuhan City died this Saturday, February 1 in Manila, marking the first death outside China due to the 2019-novel #coronavirus, as confirmed by the WHO. | via Apples Jalandoni, ABS-CBN News",,,
2020-01-25T07:39:59Z,FALSE,1162,1666,2828,#coronavirus New report in @TheLancet suggests an infected person may appear well (no symptom) yet could still spread it to others. Question is: could thermal scans at KLIA identify infected traveler if they dont have fever/symptom. Suggestion?,,,
2020-02-02T04:17:12Z,FALSE,1723,1101,2824,"Sky News contributor Mike Jeffreys says he wouldnt trust anything coming out of Xi Jinpingsas the Chinese govt releases updated #s of the cases of #coronavirus in the country. I dont think thegovt has come out of this at all well, Jeffreys said.",,,
2020-02-08T20:23:40Z,TRUE,1923,899,2822,"From empty shopping streets to shuttered stores, the rapid spread of the #coronavirus is taking a toll on global retailers. @TomMackenzieTV walked the streets of Beijing to see what happens when Chinese consumers stay home. Read more via @business:",,,
2020-01-27T05:12:44Z,FALSE,2325,483,2808,"BREAKING: Liberal Party Backbencher, Chinese-born Gladys Liu has been at Melbourne Airport handing out Coronavirus pamphlets in Mandarin to new arrivals from China. A translation has revealed they read ""Vote 1 Liu to cure coronavirus"" #auspol #coronavirus",,,
2020-02-08T06:30:07Z,TRUE,1444,1361,2805,Making the link between the #Coronavirus #Democracy #China. A compelling thread from one of Hong Kong's best known protesters a former @AJStream guest.,,,
2020-01-25T14:16:28Z,FALSE,1475,1304,2779,Hati2 yah gaisss stay healthy #VirusCorona #coronavirus,,,
2020-01-25T19:07:26Z,FALSE,1544,1234,2778,The government health employees are spraying chemical disinfectant on the streets of Chinese cities under quarantine in the effort to combat the deadly #coronavirus outbreak.,,,
2020-02-04T13:40:56Z,FALSE,1629,1141,2770,It only means the New Evil Empirecan't control #coronavirus! This is worse than Chernobyl.,,,
2020-01-27T17:30:32Z,FALSE,1647,1104,2751,"ers must unite against Emperor Shithole's Chernobyl super killer virus spreading in don't die for Commissar Lamb's stupidity her political correctness. #coronavirus kills regardless of you are pro-democracy or pro-Beijing supporters. Save yourself, family, community, !",,,
2020-01-25T09:59:00Z,TRUE,1364,1382,2746,"This was our most-viewed video on Twitter this week - the footage allegedly shows dead bodies lying in hospital in Wuhan, the city where the #coronavirus originated",,,
2020-02-02T18:35:21Z,FALSE,2267,476,2743,RIP Sky Geoff and Stevie #coronavirus,,,
2020-01-25T17:35:37Z,FALSE,2082,657,2739,"No, you do not have #Coronavirus. You need to be in human contact to contract the virus and we know you don't leave your room",,,
2020-02-02T13:52:11Z,FALSE,1939,787,2726,"PUBLIC SERVICE ANNOUNCEMENT The #Coronavirus is responsible for the death of over 300 people. At this rate, the Coronavirus is on pace to surpass Hillary Clinton by the end of the year.",,,
2020-01-31T09:18:34Z,TRUE,2165,528,2693,"#Wuhan heroes! Amitabh Singh, Chief of pilots in Air India leading the operations to evacuate Indians in Wuhan along with 5 pilots, 15 cabin crew, 5 doctors 1 para medic. #coronavirus",,,
2020-02-06T10:10:43Z,TRUE,1494,1196,2690,"Pretty worrying analysis here from Professor Neil Ferguson. In #China maybe only 10% of #coronavirus infections being picked up; Maybe 50,000 new infections a day in #China; Epidemic doubling in size every 5 days; #Wuhan peak still a month away [cont.]",,,
2020-02-04T02:34:56Z,FALSE,1688,1001,2689,TOTALLY JUST THE FLU NOTHING TO SEE HERE #coronavirus,,,
2020-01-25T11:10:50Z,FALSE,1633,1043,2676,The first line of defense #coronavirus,,,situation_update
2020-01-31T13:15:51Z,TRUE,1338,1321,2659,@StateDept @business @WHO @DHSCgovuk @HKUniversity @hkumed Medical workers in Hong Kong say they will go on strike if authorities dont stop all visitors from China from entering Hong Kong as the #coronavirus outbreak continues,,,public_reaction
2020-01-25T23:04:48Z,FALSE,1870,768,2638,me joking about the #coronavirus even though Im actually lowkey scared,,,
2020-02-08T21:23:50Z,FALSE,1411,1224,2635,"A doctor in #Wuhan has leaked information from #Huoshenshan , the new 1,000 bed hospital (quarantine facility), on 4chan that suggests upwards of 200-400 deaths per day. Many more than being reported. #Coronavirus #wuhanpnemonia #wuhanpneumonia #wuhanflu #coronaoutbreak",,,
2020-02-10T09:09:08Z,TRUE,1352,1278,2630,Hong Kongs health minister says nine people have breached the quarantine order introduced over the weekend to combat #coronavirus. Seven returned inside after a warning. Two said to be on the run and now wanted by the authorities.,,,
2020-02-04T10:46:55Z,TRUE,1360,1248,2608,video from #Wuhan resident @fiteray look at how many corpses left in the corridor of local hospital forget about the fast bulit new hospital forget about the low death rate of #Coronavirus forget about all propaganda from China this is the reality,,,
2020-02-04T12:19:26Z,TRUE,1396,1212,2608,"Why anger over the Hong Kong government's handling of the #coronavirus outbreak could unite ordinary people across the political spectrum. #AJOpinion, by @xinwenxiaojie",,,
2020-02-10T08:25:47Z,TRUE,1292,1308,2600,"Breaking - Chinese expert Zhong Nan-Shan led a research on the clinical traits of the #coronavirus and concluded that the incubation period of the virus can go from 3 days to as long as 24 days. Previously, the longest incubation period was believed to be 14 days.",,,
2020-01-29T01:37:25Z,FALSE,1710,888,2598,"The #hongkong government has decided that they will close a few borders to China for a certain amount of time! How is this remotely reasonable when the #coronavirus has already killed hundreds, in Hong king and more to come! YouTube version -",,,
2020-01-25T17:42:57Z,TRUE,1608,978,2586,Donald Trump is busy evacuating Americans from China. Justin Trudeau is taking another personal day. #coronavirus,,,
2020-01-27T04:17:42Z,TRUE,1614,972,2586,Now that the #coronavirus has spread far outside the epicenter of #Wuhanalong with its purported ability to spread from asymptomatic peopleprepare for the number of infections and deaths to escalate rapidly over the coming days and weeks. This is just the beginning. #2019nCoV,,,
2020-01-25T23:52:47Z,FALSE,1374,1209,2583,How To Properly Wear A Mask #CORONAVIRUS,,,
2020-01-29T01:06:44Z,TRUE,1627,953,2580,"#CORONAVIRUS UPDATE: #Breaking: @WhiteHouse considering suspending flights from #China to the U.S. - 5,578 infected - 131 dead (in China) - @SecAzar offers help to China - U.S. health officials are fast-tracking work on a coronavirus #Vaccines",,,
2020-02-10T14:43:32Z,FALSE,1978,581,2559,"#coronavirus ""When you're in self-isolation for 14 days, occasionally come out and take out the trash.Mulan Hua""",,,
2020-02-04T02:44:20Z,TRUE,1640,869,2509,"All Dr. Li Wenliang wanted was to save lives. Instead, he was silenced by the #Wuhan police for ""rumourmongering"" and contracted the #coronavirus when treating one of his patients. He spoke to us from an intensive care bed in hospital. @yongxiong2008",,,
2020-02-10T04:01:26Z,TRUE,1499,1006,2505,#Wuhan Tongji Hospital showed their gratitude on Sina Weibo to singer-actor #XiaoZhan # and his studio for the donation of medical equipment including ventilators. His action has won the praise of Chinese fans online. #coronavirus @xiaozhan911005 @xiaozhan_global,,,
2020-02-08T16:28:52Z,FALSE,1284,1208,2492,Wuhan woman desperately asking for help on the balcony: Help! My husband is dying. Someone please help me! I cant do anything! #coronavirus #Wuhan,,,
2020-02-02T13:46:09Z,TRUE,1257,1224,2481,Thousands of Hong Kong medical professionals voted to begin a five-day strike Monday after the government refused their demand to shut all entry points from China amid a deadly virus outbreak on the mainland. #Coronavirus #CoronavirusOutbreak,,,
2020-01-29T18:04:37Z,TRUE,1482,994,2476,"Remember the 8 ppl who were detained by Wuhan authorities in early January for spreading ""rumors"" about a new virus (which discouraged others from speaking out)? It turns out they were all doctors. PRC govt's obsession with social stability has tragic consequences. #coronavirus",,,
2020-02-12T00:14:51Z,FALSE,1282,1192,2474,COVID-19 / Coronavirus can stay alive on surfaces for 5-20 days. Money is now being disinfected by staff to prevent money circulation spreading the virus. #coronavirus # # #CoronavirusOutbreak #COVID19,,,
2020-01-25T07:55:42Z,FALSE,330,2141,2471,Let it be~let it be~ let it be~ let it be # #coronavirus # # #,,,
2020-02-08T22:24:26Z,FALSE,1521,949,2470,"Confirmed #coronavirus cases by country: 36,751 804 dead 89 40 32 26 1 dead 24 17 16 15 14 13 12 11 10 7 5 3 1 dead 3 3 3 2 1 1 1 1 1 1 1 TOTAL Infected: 37,105 Deaths: 806 Map:",,,
2020-02-04T19:21:08Z,TRUE,2180,289,2469,"Now there is a place for them. Completed in 10 days, China is opening its 1st emergency hospital for #coronavirus patients in #Wuhan. More @business: #Huoshenshan #CoronavirusOutbreak",,,
2020-02-02T10:03:41Z,FALSE,1315,1145,2460,"People are dying at home before getting the chance for treatment in what is now Racoon City #Wuhan. This coupled with disturbing news that #coronavirus victims are being cremated without identification, paints a worrying dystopian picture of China.",,,
2020-02-06T15:05:24Z,FALSE,1818,635,2453,"How dumb are people, mainly the mainstream media. China has a population of 1.4 Billion and you want us to believe they cant handle 28k patients? In 2017 USA had 917,000 hospital beds. Dont be stupid its a coverup tens of thousands dead most likely. #coronavirus",,,
2020-01-27T03:59:05Z,TRUE,1892,555,2447,"In order to avoid cross-infection and save time in putting on protective clothing, a post-1990 Wuhan nurse, also a mother of two children, cut off her long hair. ""Hair can grow longer again. The priority now is to protect myself and do my best to save more people."" #Coronavirus",,,
2020-02-02T01:37:51Z,TRUE,1632,809,2441,"Live: Huoshenshan, one of the two #Wuhan prefab hospitals, expected to admit novel #coronavirus patients tomorrow",,,
2020-02-04T19:15:37Z,TRUE,1996,432,2428,"We remain committed to doing everything we can to protect the health and welfare of U.S. citizens overseas, and will continue to offer life-saving assistance to all those affected by the #coronavirus.",,,
2020-01-31T14:52:19Z,TRUE,1389,1035,2424,Chinese officials in rural areas are creatively using #drones to make sure local residents dont gather together without wearing masks during the nationwide battle against the #coronavirus.,,,
2020-01-29T13:40:00Z,TRUE,1696,721,2417,"As China fights the worsening #coronavirus outbreak, residents under quarantine in #Wuhan have shared videos online of their battle against cabin fever, showing how they are lifting each others and the nation's spirits",,,
2020-02-06T12:31:33Z,FALSE,1228,1186,2414,"A city once wracked by violent protests is facing another crisis but one that could unite both sides of the political spectrum. As borders close, supplies run out and medical workers go on strike. @BMcGleenon @Independent #HongKong #StandwithHK #Coronavirus",,,
2020-02-10T21:15:00Z,TRUE,1764,643,2407,"Amid #coronavirus outbreak, A steam buns bakery in Beijing finds a clever way for customers to safely shop their breakfast by reducing the risk of cross-infection.",,,
2020-02-10T17:56:37Z,FALSE,1342,1044,2386,THIS ISTHE BIGGEST AND MOST IMPORTANT STORY IN THE WORLD #coronavirus Veterans are you prepared?! Do you have 30 days or more of supplies?! Get it done. Report back to me when you do. I am working on it. Common Sense preparation.,,,
2020-01-27T12:13:46Z,TRUE,1372,1009,2381,"#Updates: As of 20:00 Monday, in total 2,840 confirmed cases of novel #coronavirus in China, 57 discharged from hospitals and 81 deaths.",,,
2020-01-25T19:17:35Z,FALSE,1481,896,2377,"Taiwan will be sending all 6000+ Chinese tourists back to China by end of Jan to prevent #coronavirus from further spreading to the Taiwanese Carrie Lam, take notes",,,
2020-01-29T06:36:55Z,TRUE,2220,152,2372,"VERY Grateful tonight, my niece Meaghan of the @USNavy is on Team America , our girl is looking after us! Meaghan is at the top of her class then some! She chose to study #InfectiousDisease to help the American People! I believe our Meaghan will #FixIt #CoronaVirus",,,
2020-02-06T20:03:49Z,FALSE,1518,850,2368,"Beijing, a city of 25 million is a ghost town now. Mark Chisholm shows Beijing like you've never seen it before. An extension of the Lunar New Year holidays due to the #coronavirus outbreak has cleared the streets of this metropolis. (REUTERS)",,,
2020-01-27T16:25:00Z,TRUE,1540,817,2357,"An antiviral spray against novel #coronavirus has developed in Shanghai Public Health Clinical Center, which can be put into throat as shield from virus. The spray can greatly help protect front-line medical staff, yet mass-production for public use is not available for now.",,,
2020-02-04T11:59:02Z,FALSE,1752,603,2355,"Turkey has offered a medical assist to china in order to fight #coronavirus despite the fact that china has declared islam a ""mental illness"" and are holding millions of uyghur muslims in concentration camp, islam has taught us not to fight evil with evil. #CoronavirusOutbreak",,,
2020-01-27T17:00:29Z,TRUE,1309,1024,2333,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Are there any specific medicines to prevent or treat the new #coronavirus (2019-nCoV)? A: To date, there is no specific medicine recommended to prevent or treat the virus. WHO is helping to accelerate research and development efforts with a range of partners.",,,
2020-01-27T00:20:43Z,TRUE,1203,1125,2328,"Official #coronavirus figures: Hubei Province alone 76 dead, 1423 infected, 9103 under medical observation. Across #China now 80 dead, 2744 infected, 5794 suspected infections 30453 under observation.",,,situation_update
2020-02-06T09:54:47Z,FALSE,1355,970,2325,"FANGCANG HOSPITAL: We don't accept patients with severe situations! TWe don't accept those who can't walk, or can't take care of themselves! If anything goes wrong, we are not responsible for it! The main point I was making is: Once you get in you can't go out! #Coronavirus",,,
2020-02-10T14:49:59Z,TRUE,1999,321,2320,"We stand with #China: My #SandArt with the message, Fight against #CORONAVIRUS at Puri beach, #Odisha.",,,
2020-02-02T13:43:54Z,FALSE,1005,1313,2318,02.02.20 Mei Foo Anti-Quarantine Camp Protest: Plainclothes #HKPolice violently arrested and hit 2 Mei Foo residents with batons. Tonight residents are protesting against gov decision to turn a nearby hotel into quarantine camp. By Flash Media #HongKongProtests #coronavirus,,,
2020-02-02T02:59:28Z,TRUE,1933,378,2311,"Vikram Misri, Ambassador of India to China: The 2nd Air India flight from Wuhan (China) has taken off for Delhi with 323 Indian citizens on board. 7 Maldives citizens also evacuated. #CoronaVirus",,,
2020-01-29T11:23:07Z,FALSE,1986,313,2299,Lamooo tryna take a shower and the temperature police show up for inspection #Beijing #coronavirus #WuhanVirus,,,
2020-02-02T14:50:00Z,TRUE,1807,487,2294,"Pictures of construction workers sleeping on-site at Huoshenshan Hospital. From nothing to being able to receive patients, the makeshift hospital for #coronavirus patients in #Wuhan completed on Sunday within only 10 days! Salute to the hardworking people behind this miracle!",,,
2020-01-27T04:29:58Z,FALSE,953,1332,2285,"#Wuhan 1000 bed hospital site day 4, #China's pace of work is remarkable #WuhanCoronovirus #coronavirus #nCoV2019",,,
2020-02-10T23:56:28Z,FALSE,1338,944,2282,"How to get out of your house and into the mentality that ""it's just the flu"" in China. #coronavirus #CoronavirusOutbreak #Wuhan #coronaviruschina #coronavirusaustralia #CoronaVirusCanada",,,
2020-02-02T16:21:11Z,FALSE,1306,969,2275,Must read! #coronavirus is a vaccine strain of coronavirus.,,,
2020-02-12T06:40:07Z,FALSE,1534,740,2274,Dad just got diagnosed in the last couple hours with #coronavirus on #diamondprincess. He was tested and negative upon confinement but now positive. Confinement isnt working,,,
2020-02-02T21:39:02Z,FALSE,1788,475,2263,Fixed it. #Spallanzani #CoronaVirus,,,
2020-02-04T22:32:36Z,FALSE,1309,946,2255,"Confirmed #coronavirus cases by country: 23,649 490 dead 25 24 23 16 17 1 dead 13 12 11 11 10 10 10 6 5 5 3 2 1 dead 2 2 2 1 1 1 1 1 1 1 TOTAL Infected: 23,865 Deaths: 492 Map:",,,
2020-01-25T13:41:29Z,FALSE,1259,992,2251,More pictures of an empty Wuhan sent by friends in Hubei. #coronavirus,,,
2020-02-04T02:32:48Z,FALSE,1574,674,2248,Dettol knew about this CORONA VIRUS in 2019.. Surprising... #coronavirus,,,
2020-01-31T10:44:54Z,TRUE,1217,1020,2237,"With a confirmed case of the novel #coronavirus acute respiratory disease (2019-nCoV ARD) in the Philippines, you might be wondering if you need to wear a mask. Check out @WHO's advice on the use of mask in different settings:",,,
2020-02-12T03:50:00Z,TRUE,1737,490,2227,The youngest #coronavirus patient in S #China's Hainan Province has recovered and been discharged from hospital. Meet this 4-month-old baby girl #COVID19,,,
2020-01-25T07:33:24Z,FALSE,1294,930,2224,Protect yourself and help others! #CoronaVirus #CoronaOutbreak,,,
2020-02-06T18:05:00Z,TRUE,1448,772,2220,This is what you need to know to help protect your loved ones and community from novel #coronavirus. #2019nCoV,,,
2020-01-31T12:51:33Z,FALSE,1495,717,2212,An innocent baby infected with #coronavirus #WuhanVirus,,,
2020-02-04T20:47:18Z,FALSE,1451,761,2212,"Was this ""hospital"" built in 5 days too? I love people saying ""the flu kills more"" in the comments. Have you seen field hospitals in gymnasiums for the flu? #coronavirus #justaflu #DontWorry",,,
2020-01-25T05:01:40Z,TRUE,1592,619,2211,"So anxious reading all of #coronavirus news and updates. Grew up reading/watching too much of zombie fictions, plague literature and medical drama/thriller to not be paranoid",,,
2020-01-27T03:19:33Z,TRUE,1189,1011,2200,"BREAKING: A top Chinese health official warns that the rapid spread of the new #coronavirus is accelerating further. 5 million people left #Wuhan BEFORE lockdown. #2019nCoV has sickened 2,744 and killed &gt;80 people in #China. @thespybrief",,,
2020-01-31T14:01:25Z,FALSE,1891,308,2199,I am waiting for 1. Aasma Shirazi 2. Hamid Mir 3. Talat Hussain 4. Ghareeda Farooqui 5. Javed Chaudhry And the gang to blame the #CoronaVirus on @ImranKhanPTI,,,
2020-02-02T17:46:30Z,FALSE,1745,450,2195,"Always by your side! A police officer in Wuhan carried a 68-year-old man who is suspected of having #coronavirus on his back and took him to the hospital. In this war of silence, someone is there to help. Keep on fighting, Wuhan!",,,
2020-02-04T23:05:58Z,TRUE,1202,992,2194,"JUST IN: More than 10 people aboard a Japanese cruise liner have tested positive for #coronavirus, Japan's @tbs_news reported, after all 3,000+ passengers were quarantined earlier Tuesday",,,
2020-02-04T04:12:18Z,TRUE,2090,100,2190,"The #CoronaVirus has already claimed more lives than the SARS Outbreak two decades ago. Worse, its spreading fast across the world",,,
2020-01-31T14:16:34Z,TRUE,1788,394,2182,"If the US government does not ban incoming flights from China to curb the Coronavirus, how many American deaths would it take to prevent Trump from being reelected? I think the number is around ten.#coronavirus",,,
2020-01-31T19:20:42Z,FALSE,1229,951,2180,I had earlier reports of mass exodus of people trying to leave major big cities (not yet under quarantine) in China due to the #coronavirus after WHOs Global health Emergency yesterday. This leaked video seems to confirm that. (Posted by S. Dimpinoudis),,,
2020-02-08T19:30:51Z,TRUE,1204,966,2170,a woman with a mask is crying helpmy husband is dyingi dont know what to do in #Coronavirus quarantine zone possibly #wuhan due to dialect this happens a lot in self quarantine familesdesperation all over the city,,,
2020-01-25T19:49:12Z,TRUE,1207,958,2165,"THREAD Heres everything you need about the #coronavirus outbreak: Firstly, what is a coronavirus?",,,
2020-02-04T13:21:51Z,FALSE,987,1176,2163,#Coronavirus Ambulances are transporting those critical patients to the new built Fire God Mountain Hospital. Those are nothing but Ambulances driving down that road! Holyshit right ? This looks bad to me . Just think what we dont know? #TornadoTrump,,,
2020-01-27T01:40:41Z,FALSE,1691,470,2161,"If the Coronavirus keeps spreading, this ensemble will no longer be cosplay it will be the new 2020 business casual. #coronavirus",,,humor
2020-02-10T07:35:28Z,TRUE,1578,583,2161,"A gift from the Chinese Communist Party. They covered it up until it was too late and arrested anyone who talked about it. They inflicted this #coronavirus nightmare on the world, and they are 100% responsible for every death.",,,
2020-02-08T22:53:11Z,FALSE,1400,759,2159,"To #HongKong with love: my heart mind are with you, even if my body can't be As you endure #hongkongpolicebrutality and #coronavirus, I will do all I can to get Britain the world to help Even if Britain never does its duty to you, I will always do mine #StandWithHK",,,
2020-02-08T22:41:40Z,FALSE,1081,1074,2155,Confirmed death toll: 2020 Coronavirus: 806 (in 29 days) 2003 SARS: 774 (in 9 months) #coronavirus,,,
2020-01-25T03:36:54Z,FALSE,1209,945,2154,"BREAKING Voice message from alleged medical staff has come forward and says: - There are more than 100,000 infected, and the government are not providing medical supplies - People are dying in front of their eyes - To NOT TRUST the government #Coronavirus",,,
2020-01-31T17:57:40Z,TRUE,1772,375,2147,#WATCH First batch of Indian passengers start boarding Air India special flight in Wuhan (China). #Coronavirus,,,
2020-01-31T05:15:32Z,FALSE,1396,748,2144,I am corona virus! I have a message for you on how to avoid me (in Hindi) Please make viral like me...hehehe #coronavirus #coronavirusoutbreak #corona,,,
2020-01-31T20:04:21Z,TRUE,1079,1065,2144,"China has arrested dozens of social media users for spreading false info about #coronavirus. 1 arrested man is a doctor,"" on the front line of the fights to contain the virus. Show's how immoral counterproductive #CCP's censorship really is.",,,
2020-01-27T06:51:43Z,TRUE,1874,265,2139,Chinese people should stop eating everything they see. #coronavirus,,,
2020-01-31T06:34:46Z,FALSE,1646,475,2121,Really appreciated the humanity act! #coronavirus #CoronavirusOutbreak,,,
2020-02-10T12:37:21Z,TRUE,1369,751,2120,"Things are getting serious now. Britain have now declared the #Coronavirus is a ""serious and imminent threat to public health"" Medical staff have been given emergency powers to detain people suspected with the virus. Police on standby to enforce quarantine",,,
2020-02-08T15:48:03Z,FALSE,1228,890,2118,#CoronaVirus Another Leaked Video of Chinese authorities WELDING SHUT whole apartment buildings with residents inside. What if theres a fire? Note: Videos of people being welded in...Not a single video of them being cut back out...or delivering Food/Water/Meds after...,,,
2020-01-25T16:42:00Z,FALSE,1111,1002,2113,"VIDEO: Victim of #coronavirus shakes uncontrollably, left seeking attention in the corridor of a hospital in #Wuhan. #wuhanvirus #PRC #ChineseNewYear #LunarNewYear #China",,,
2020-01-29T16:16:56Z,TRUE,1532,580,2112,"American Airlines Suspends Flights To China, Amid #Coronavirus Outbreak via @SaraCarterDC",,,
2020-02-08T14:57:01Z,FALSE,1285,827,2112,A Chinese Doctor infected with #coronavirus talks about his experience with the disease.,,,individual_story
2020-02-04T14:08:44Z,FALSE,1218,891,2109,"It means Emperor Corona is really worrying abt the fall of the New Evil Empire. If weaponized #coronavirus, stolen from thebioweapon lab, accidentally leaked from Wuhan P4 virus lab, covered up 4 35 days, infecting killing so many were confirmed, we would see uprising in.",,,
2020-01-29T18:30:27Z,TRUE,1711,397,2108,"Lyu Jun (L), a member of a medical team leaving for Wuhan of Hubei Province, says goodbye to his family at #Xinjiang Medical University in Urumqi, northwest China's Xinjiang Uygur Autonomous Region, Jan. 28, 2020. #coronavirus",,,
2020-02-02T06:40:00Z,TRUE,1615,487,2102,"Always by your side! A police officer in Wuhan carried a 68-year-old man who is suspected of having #coronavirus on his back and took him to the hospital. In this war of silence, someone is there to help. Keep on fighting, Wuhan!",,,
2020-02-02T07:09:16Z,TRUE,1815,274,2089,Salute to our brave heart Air India pilots and crew who risked their own lives to rescue over 600 stranded Indians in Wuhan. #coronavirus We miss Sushma Swaraj who would have taken great pride to rescue the stranded Indians.,,,
2020-02-08T23:00:00Z,TRUE,1764,323,2087,A #coronavirus-infected woman gives birth to a boy whose first nucleic acid test associated with the novel coronavirus was negative on Feb 8 in E China's Zhejiang. The infant is under intensive care and will be tested again later. Best wishes to the newborn!,,,
2020-01-29T06:23:29Z,TRUE,1214,868,2082,#CORONAVIRUS UPDATE: An airplane evacuating as many as 240 Americans from Wuhan was diverted on orders by @CDCgov from Ontario Airport to March Air Force Base.,,,
2020-01-25T15:53:55Z,FALSE,896,1183,2079,"please retweet to spread awareness! don't forget to always wear your mask (blue out, white in) and wash your hands! be safe everyone~ #CoronaVirus #CoronavirusOutbreak",,,
2020-02-08T10:11:28Z,TRUE,1078,985,2063,BREAKING: Five new #coronavirus cases in France are British nationals who were staying in the same chalet in a ski resort. They were diagnosed with the virus after coming into contact with a person who had been in Singapore. More on this story here:,,,
2020-01-25T13:33:41Z,FALSE,1575,484,2059,A tribute to medical workers in Wuhan who are working 24/7 to take care of huge inflow of infected people. This is not to forget that its time for new year which is the biggest annual holiday in China. These people r real heroes. #WuhanCoronovirus #WuhanPneumonia #coronavirus,,,
